camera_specs,display_specs
48 mp + 8 mp + 2 mp triple rear & 8 mp front camera,"7.09 inch, IPS LCD Screen
Large"
48 mp quad rear & 20 mp front camera,"6.57 inch, AMOLED Screen
Small"
13 mp dual rear & 5 mp front camera,"6.6 inch, IPS Screen
Average"
50 mp dual rear & 5 mp front camera,"6.74 inch, IPS LCD Screen
Large"
21 mp rear & 8 mp front camera,"5.2 inch, IPS Screen
Small"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50.3 mp quad rear & 32 mp front camera,"6.73 inch, OLED Screen
Average"
50 mp + 0.08 mp dual rear & 8 mp front camera,"6.6 inch, IPS LCD Screen
Average"
50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,"6.7 inch, Super AMOLED Plus Screen
Average"
64 mp + 50 mp + 48 mp triple rear & 32 mp front camera,"6.82 inch, LTPO AMOLED Screen
Large"
13 mp dual rear & 8 mp front camera,"6.56 inch, IPS Screen
Average"
48 mp quad rear & 8 mp front camera,"6.55 inch, IPS LCD Screen
Small"
13 mp dual rear & 8 mp front camera,"6.6 inch, IPS LCD Screen
Average"
50 mp + 8 mp dual rear & 16 mp front camera,"6.77 inch, AMOLED Screen
Large"
12.2 mp rear & 8 mp front camera,"6 inch, P-OLED Screen
Small"
50 mp + 8 mp dual rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
200 mp quad rear & 12 mp front camera,"6.8 inch, LTPO AMOLED Screen
Average"
108 mp + 5 mp dual rear & 32 mp front camera,"6.78 inch, AMOLED Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 60 mp front camera,"6.67 inch, OLED Screen
Small"
108 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.78 inch, AMOLED Screen
Large"
16 mp + 2 mp dual rear & 16 mp front camera,"6.3 inch, IPS LCD Screen
Small"
50 mp + 12 mp dual rear & 32 mp front camera,"6.78 inch, LTPO AMOLED Screen
Average"
50 mp + 32 mp + 8 mp triple rear & 50 mp front camera,"6.74 inch, AMOLED Screen
Average"
48 mp quad rear & 8 mp front camera,"6.53 inch, IPS LCD Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.55 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.64 inch, IPS Screen
Average"
50 mp hexa rear & 32 mp front camera,"6.75 inch, AMOLED Screen
Small"
50 mp + 13 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
13 mp + 2 mp dual rear & 13 mp front camera,"6.22 inch, IPS LCD Screen
Small"
108 mp quad rear & 40 mp front camera,"6.8 inch, Dynamic AMOLED 2X Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"6.6 inch, IPS Screen
Average"
50 mp quad rear & 16 mp front camera,"8.03 inch, AMOLED Screen
Large"
48 mp quad rear & 16 mp front camera,"6.43 inch, AMOLED Screen
Small"
16 mp + ultra wide + macro triple rear & 8 mp front camera,"6.82 inch, IPS LCD Screen
Large"
50 mp + 2 mp dual rear & 16 mp front camera,"6.72 inch, OLED Screen
Large"
50 mp + 2 mp dual rear & 5 mp front camera,"6.5 inch, PLS LCD Screen
Small"
50 mp dual rear & 5 mp front camera,"6.71 inch, IPS LCD Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.7 inch, IPS LCD Screen
Large"
12 mp + 12 mp dual rear & 24 mp front camera,"6.1 inch, OLED Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.74 inch, AMOLED Screen
Average"
108 mp + 16 mp + 8 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
48 mp + 5 mp dual rear & 16 mp front camera,"6.53 inch, AMOLED Screen
Small"
50 mp + 5 mp dual rear & 8 mp front camera,"6.7 inch, IPS Screen
Average"
50 mp + 8 mp dual rear & 32 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
18 mp rear & 2 mp front camera,"5.4 inch, AMOLED Screen
Small"
50 mp + 2 mp triple rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Large"
32 mp dual rear & 8 mp front camera,"6.88 inch, IPS Screen
Largest"
48 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.74 inch, AMOLED Screen
Average"
64 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.43 inch, AMOLED Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
50 mp + 50 mp dual rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
60 mp + 20 mp + 2 mp triple rear & 16 mp front camera,"6.78 inch, IPS Screen
Large"
48 mp quad rear & 20 mp front camera,"6.67 inch, IPS LCD Screen
Average"
50 mp + 48 mp + 48 mp triple rear & 42 mp front camera,"6.8 inch, OLED Screen
Average"
8 mp rear & 5 mp front camera,"5 inch, TFT Screen
Average"
13 mp + 5 mp dual rear & 8 mp front camera,"6.3 inch, TFT Screen
Small"
50 mp + 13 mp + 10 mp triple rear & 50 mp front camera,"6.7 inch, OLED Screen
Average"
50 mp + 2 mp dual rear & 16 mp front camera,"6.77 inch, AMOLED Screen
Large"
48 mp quad rear & 13 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
200 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.8 inch, AMOLED Screen
Large"
13 mp + 2 mp dual rear & 5 mp front camera,"6.3 inch, IPS Screen
Small"
8 mp rear & 5 mp front camera,"5 inch Screen
Small"
108 mp quad rear & 16 mp front camera,"6.78 inch, OLED Screen
Large"
50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
50 mp + 8 mp dual rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Small"
50 mp + 50 mp dual rear & 32 mp front camera,"6.9 inch, LTPO AMOLED Screen
Large"
50 mp + 32 mp + 8 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
64 mp quad rear & 32 mp front camera,"6.71 inch, Super AMOLED Plus Screen
Average"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.95 inch, IPS LCD Screen
Large"
50 mp + 32 mp + 8 mp triple rear & 32 mp front camera,"6.79 inch, AMOLED Screen
Average"
64 mp + 13 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, AMOLED Screen
Small"
50 mp + 8 mp dual rear & 16 mp front camera,"6.49 inch, IPS Screen
Small"
50 mp + 12 mp dual rear & 10.8 mp front camera,"6.3 inch, OLED Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 13 mp dual rear & 32 mp front camera,"6.67 inch, pOLED Screen
Average"
8 mp rear & 5 mp front camera,"6.52 inch, IPS LCD Screen
Average"
8 mp + 2 mp + 0.3 mp triple rear & 8 mp front camera,"6.6 inch Screen
Average"
50 mp + depth sensor dual rear & 8 mp front camera,"6.74 inch, IPS Screen
Large"
13 mp dual rear & 8 mp front camera,"6.6 inch, IPS LCD Screen
Average"
13 mp + 2 mp dual rear & 5 mp front camera,"6.22 inch, LCD Screen
Small"
13 mp rear & 8 mp front camera,"5.45 inch, IPS Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.7 inch, Fluid AMOLED Screen
Average"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.7 inch, Super AMOLED Plus Screen
Average"
50 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.5 inch, IPS LCD Screen
Small"
108 mp + 13 mp + 5 mp triple rear & 32 mp front camera,"6.67 inch, pOLED Screen
Average"
48 mp quad rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp + 50 mp dual rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
16 mp rear & 8 mp front camera,"6 inch, Super AMOLED Screen
Small"
50 mp + 12 mp + 10 mp triple rear & 10 mp + 4 mp dual front camera,"7.6 inch, LTPO AMOLED Screen
Large"
50 mp + 8 mp dual rear & 5 mp front camera,"6.56 inch, LCD Screen
Average"
50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,"6.82 inch, LTPO AMOLED Screen
Large"
48 mp quad rear & 20 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.6 inch, IPS LCD Screen
Average"
13 mp rear & 5 mp front camera,"6.53 inch, IPS LCD Screen
Average"
48 mp quad rear & 8 mp front camera,"6.5 inch, PLS IPS Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 32 mp + 32 mp dual front camera,"8.03 inch, LTPO AMOLED Screen
Largest"
108 mp quad rear & 16 mp front camera,"6.91 inch, IPS LCD Screen
Large"
13 mp quad rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, Pro AMOLED Screen
Small"
64 mp quad rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
20 mp + 12.2 mp dual rear & 8 mp front camera,"6.4 inch, OLED Screen
Small"
12 mp + 5 mp dual rear & 20 mp front camera,"6.18 inch, IPS LCD Screen
Small"
108 mp + 2 mp triple rear & 8 mp front camera,"6.78 inch, IPS LCD Screen
Large"
48 mp quad rear & 16 mp front camera,"6.67 inch, IPS LCD Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Average"
50 mp + 13 mp dual rear & 32 mp front camera,"6.9 inch, LTPO AMOLED Screen
Large"
48 mp + 13 mp + 13 mp triple rear & 32 mp front camera,"6.56 inch, AMOLED Screen
Small"
50 mp + depth sensor dual rear & 5 mp front camera,"6.74 inch, IPS LCD Screen
Large"
50 mp + 8 mp dual rear & 32 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 20 mp front camera,"6.67 inch, OLED Screen
Average"
200 mp + 13 mp + 5 mp triple rear & 32 mp front camera,"6.55 inch, AMOLED Screen
Small"
50 mp + 2 mp dual rear & 5 mp front camera,"6.79 inch, IPS Screen
Large"
12 mp + 2 mp dual rear & 8 mp front camera,"6 inch, IPS LCD Screen
Small"
13 mp rear & 5 mp front camera,"5.3 inch, IPS Screen
Average"
5 mp rear & 2 mp front camera,"5 inch, IPS Screen
Small"
16 mp rear & 20 mp front camera,"6 inch Screen
Small"
50 mp quad rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
50 mp + 5 mp + 2 mp triple rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Small"
48 mp + 12 mp + 12 mp triple rear & 12 mp front camera,"6.7 inch, OLED Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, IPS LCD Screen
Large"
200 mp + 50 mp + 50 mp triple rear & 60 mp front camera,"6.82 inch, OLED Screen
Large"
50 mp + 2 mp triple rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Large"
64 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.8 inch, AMOLED Screen
Large"
48 mp + 2 mp + 2 mp triple rear & 13 mp front camera,"6.53 inch, IPS LCD Screen
Small"
13 mp + 0.08 mp dual rear & 5 mp front camera,"6.56 inch, IPS LCD Screen
Average"
200 mp + 50 mp + 50 mp triple rear & 32 mp + 2 mp dual front camera,"6.67 inch, Super AMOLED Screen
Small"
48 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
13 mp rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
16 mp + 0.3 mp dual rear & 13 mp + 0.3 mp dual front camera,"5.99 inch, IPS LCD Screen
Small"
13 mp + 5 mp + 2 mp triple rear & 5 mp front camera,"6.22 inch, IPS LCD Screen
Small"
32 mp dual rear & 8 mp front camera,"6.67 inch, LCD Screen
Average"
50 mp + 13 mp dual rear & 32 mp front camera,"6.7 inch, pOLED Screen
Small"
108 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
108 mp + 2 mp dual rear & 8 mp front camera,"6.78 inch, AMOLED Screen
Large"
48 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
13 mp rear & 16 mp front camera,"5.5 inch, IPS Screen
Small"
64 mp quad rear & 20 mp front camera,"6.53 inch, IPS LCD Screen
Small"
64 mp quad rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp quad rear & 13 mp dual front camera,"6.76 inch, OLED Screen
Average"
64 mp + 50 mp + 2 mp triple rear & 32 mp front camera,"6.8 inch, IPS LCD Screen
Large"
100 mp + 2 mp dual rear & 8 mp front camera,"6.7 inch, IPS LCD Screen
Average"
48 mp + 48 mp + 10 mp triple rear & 16 mp front camera,"8.02 inch, AMOLED Screen
Large"
50 mp + 50 mp dual rear & 50 mp front camera,"6.77 inch, AMOLED Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"6.75 inch, LCD Screen
Large"
13 mp rear & 5 mp front camera,"5.45 inch, IPS Screen
Small"
13 mp dual rear & 8 mp front camera,"6.8 inch, IPS Screen
Large"
16 mp rear & 16 mp + 8 mp dual front camera,"5.6 inch, Super AMOLED Screen
Small"
50 mp + 12 mp + 8 mp triple rear & 16 mp front camera,"6.74 inch, Super AMOLED Screen
Average"
13 mp rear & 5 mp front camera,"5.45 inch, IPS LCD Screen
Small"
48 mp + 12 mp + 12 mp triple rear & 12 mp front camera,"6.1 inch, OLED Screen
Small"
24 mp + 8 mp + 5 mp triple rear & 24 mp front camera,"6 inch, Super AMOLED Screen
Small"
8 mp + 3 mp dual rear & 5 mp front camera,"5 inch, IPS LCD Screen
Small"
48 mp quad rear & 8 mp front camera,"6.67 inch, IPS LCD Screen
Average"
50 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.56 inch, IPS Screen
Small"
50 mp + 50 mp dual rear & 50 mp front camera,"6.77 inch, AMOLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.74 inch, LCD Screen
Large"
50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,"6.77 inch, AMOLED Screen
Large"
50 mp + 13 mp dual rear & 32 mp front camera,"6.7 inch, OLED Screen
Average"
16 mp rear & 8 mp front camera,"6.56 inch, IPS Screen
Average"
200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
50 mp + 2 mp dual rear & 8 mp front camera,"6.64 inch, AMOLED Screen
Small"
108 mp + 12 mp + 8 mp triple rear & 32 mp front camera,"6.67 inch, IPS Screen
Average"
50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.43 inch, Fluid AMOLED Screen
Small"
13 mp rear & 8 mp front camera,"6.56 inch, IPS LCD Screen
Average"
50 mp + 3 mp + 2 mp triple rear & 8 mp front camera,"6.6 inch, IPS LCD Screen
Average"
200 mp + 13 mp + 2 mp triple rear & 60 mp front camera,"6.78 inch, Pro AMOLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Average"
16 mp dual rear & 8 mp front camera,"6.5 inch, IPS LCD Screen
Small"
8 mp rear & 5 mp front camera,"6.3 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, IPS Screen
Large"
50 mp rear & 8 mp front camera,"6.7 inch, IPS Screen
Large"
13 mp + 5 mp + 2 mp triple rear & 13 mp front camera,"6.5 inch, IPS LCD Screen
Small"
13 mp dual rear & 8 mp front camera,"6.52 inch, TFT Screen
Average"
50 mp + 8 mp dual rear & 16 mp front camera,"6.5 inch, IPS Screen
Small"
8 mp rear & 5 mp front camera,"6.1 inch, IPS Screen
Small"
12 mp + 12 mp dual rear & 12 mp front camera,"5.4 inch, OLED Screen
Small"
50 mp quad rear & 32 mp front camera,"6.82 inch, LTPO AMOLED Screen
Large"
13 mp + 5 mp + 2 mp triple rear & 8 mp front camera,"6.4 inch, PLS TFT LCD Screen
Small"
16 mp rear & 5 mp front camera,"6.4 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Small"
48 mp quad rear & 13 mp front camera,"6.5 inch, PLS TFT LCD Screen
Small"
50 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
16 mp + 5 mp dual rear & 25 mp front camera,"6.3 inch, IPS LCD Screen
Small"
25 mp + 8 mp + 5 mp triple rear & 25 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
50 mp dual rear & 8 mp front camera,"6.6 inch, IPS Screen
Average"
108 mp + 8 mp + 2 mp triple rear & 50 mp + 8 mp dual front camera,"6.56 inch, AMOLED Screen
Small"
200 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.82 inch, LTPO AMOLED Screen
Large"
108 mp + 8 mp + 2 mp triple rear & 8 mp front camera,"6.8 inch, IPS Screen
Large"
50 mp quad rear & 50 mp front camera,"6.82 inch, OLED Screen
Large"
64 mp quad rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
12.2 mp rear & 8 mp front camera,"6 inch, OLED Screen
Small"
64 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Average"
50 mp + 2 mp dual rear & 16 mp front camera,"6.78 inch, LCD Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.67 inch, LCD Screen
Average"
13 mp + 2 mp dual rear & 5 mp front camera,"6.5 inch, LCD Screen
Small"
16 mp + 5 mp + 2 mp triple rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Average"
8 mp rear & 5 mp front camera,"5 inch Screen
Small"
12 mp + 2 mp dual rear & 8 mp front camera,"6.22 inch, IPS LCD Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.64 inch, IPS Screen
Small"
50 mp + 13 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, OLED Screen
Small"
50 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.8 inch, AMOLED Screen
Large"
50 mp dual rear & 32 mp front camera,"6.8 inch, IPS LCD Screen
Large"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.53 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.56 inch, LCD Screen
Average"
50 mp + 50 mp dual rear & 16 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
50 mp + 50 mp + 8 mp triple rear & 20 mp front camera,"6.67 inch, AMOLED Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
200 mp quad rear & 16 mp front camera,"6.51 inch, Super AMOLED Screen
Small"
16 mp + 12 mp dual rear & 10 mp front camera,"5.8 inch, Dynamic AMOLED Screen
Small"
12 mp + 8 mp + 8 mp triple rear & 8 mp front camera,"6 inch, OLED Screen
Small"
12 mp quad rear & 12 mp front camera,"6.5 inch, OLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, LTPS LCD Screen
Large"
13 mp rear & 5 mp front camera,"4.2 inch, IPS Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.58 inch, IPS LCD Screen
Small"
50 mp + 8 mp dual rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
16 mp + 2 mp dual rear & 16 mp front camera,"6.3 inch, IPS LCD Screen
Small"
12 mp + 12 mp dual rear & 8 mp front camera,"5.5 inch, IGZO LCD Screen
Small"
48 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Average"
48 mp + 8 mp + 5 mp triple rear & 32 mp front camera,"6.1 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.56 inch, LCD Screen
Average"
50 mp + 8 mp + 2 mp triple rear & 32 mp + 32 mp dual front camera,"6.55 inch, AMOLED Screen
Small"
64 mp + 16 mp + 12 mp triple rear & 16 mp front camera,"7.4 inch, OLED Screen
Large"
50 mp + 13 mp + 5 mp triple rear & 16 mp front camera,"6.72 inch, Fluid AMOLED Screen
Average"
48 mp + 20 mp dual rear & 16 mp front camera,"6.58 inch, TFT-in-cell LCD Screen
Small"
108 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
48 mp quad rear & 13 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
48 mp quad rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
48 mp + 12 mp dual rear & 12 mp front camera,"6.1 inch, Super Retina XDR OLED Screen
Small"
13 mp + 5 mp + 5 mp triple rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
48 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.38 inch, Super AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Small"
50 mp dual rear & 8 mp front camera,"6.66 inch, AMOLED Screen
Average"
50 mp + 50 mp + 2 mp triple rear & 16 mp front camera,"6.8 inch, AMOLED Screen
Large"
50 mp + 2 mp dual rear & 16 mp front camera,"6.78 inch, IPS LCD Screen
Large"
50 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.71 inch, AMOLED Screen
Average"
50 mp triple rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
13 mp rear & 5 mp front camera,"5 inch, IPS Screen
Small"
12 mp + 5 mp dual rear & 16 mp front camera,"5.9 inch, IPS LCD Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.82 inch, LTPO AMOLED Screen
Large"
13 mp + 2 mp dual rear & 8 mp front camera,"6.52 inch, IPS Screen
Small"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.55 inch, AMOLED Screen
Small"
108 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, IPS Screen
Large"
50 mp + macro dual rear & wide angle front camera,"6.6 inch, IPS Screen
Average"
64 mp quad rear & 32 mp front camera,"6.6 inch, IPS LCD Screen
Small"
13 mp rear & 8 mp front camera,"6.67 inch, IPS Screen
Large"
12 mp + depth sensor dual rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
12 mp dual rear & 5 mp front camera,"6.56 inch, IPS Screen
Average"
108 mp quad rear & 16 mp front camera,"6.67 inch, Super AMOLED Screen
Average"
50 mp + 2 mp dual rear & 13 mp front camera,"6.6 inch, PLS LCD Screen
Average"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.74 inch, PLS LCD Screen
Large"
50 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"6.5 inch, LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.64 inch, LCD Screen
Small"
50 mp dual rear & 8 mp front camera,"6.56 inch, IPS Screen
Average"
16 mp + 5 mp dual rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,"6.77 inch, AMOLED Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Average"
50 mp + 13 mp dual rear & 32 mp front camera,"6.9 inch, LTPO AMOLED Screen
Large"
16 mp + 12 mp + 12 mp triple rear & 10 mp front camera,"6.1 inch, Dynamic AMOLED Screen
Small"
13 mp + 0.3 mp dual rear & 5 mp front camera,"7.12 inch, IPS LCD Screen
Large"
108 mp + 2 mp dual rear & 16 mp front camera,"6.7 inch, OLED Screen
Average"
48 mp quad rear & 13 mp front camera,"6.43 inch, Super AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.8 inch, LCD Screen
Large"
50 mp + 2 mp dual rear & 5 mp front camera,"6.52 inch, IPS LCD Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, Pro AMOLED Screen
Average"
12 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.67 inch, AMOLED Screen
Small"
108 mp + 2 mp dual rear & 16 mp front camera,"6.72 inch, LCD Screen
Large"
5 mp rear & 2 mp front camera,"4.3 inch, Super AMOLED Screen
Small"
8 mp rear & 5 mp front camera,"5 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.74 inch, PLS LCD Screen
Large"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.57 inch, TFT Screen
Small"
50 mp + 2 mp dual rear & 32 mp front camera,"6.9 inch, OLED Screen
Large"
5 mp rear & 0.3 mp front camera,"6 inch, LCD Screen
Small"
50 mp + 8 mp dual rear & 32 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
13 mp rear & 5 mp front camera,"6.5 inch Screen
Small"
50 mp + 8 mp dual rear & 16 mp front camera,"6.8 inch, LCD Screen
Large"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
13 mp rear & 2 mp front camera,"5.5 inch, LCD Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.43 inch, AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, LCD Screen
Large"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.51 inch, LCD Screen
Small"
50 mp + 13 mp dual rear & 32 mp front camera,"6.67 inch, pOLED Screen
Average"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.78 inch, NXTPAPER Color Ink Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 8 mp front camera,"6.79 inch, IPS Screen
Large"
200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, OLED Screen
Average"
13 mp rear & 8 mp front camera,"5 inch, AMOLED Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.78 inch, IPS Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 44 mp front camera,"6.44 inch, AMOLED Screen
Small"
48 mp penta rear & 16 mp front camera,"6.1 inch, IPS LCD Screen
Small"
13 mp rear & 5 mp front camera,"5.5 inch, IPS Screen
Small"
16 mp + 12 mp + 12 mp triple rear & 10 mp front camera,"6.7 inch, Dynamic AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, LCD Screen
Small"
40 mp quad rear & 32 mp dual front camera,"6.53 inch, OLED Screen
Smallest"
50 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.55 inch, AMOLED Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.5 inch, IPS LCD Screen
Small"
48 mp quad rear & 8 mp front camera,"6.53 inch, IPS LCD Screen
Small"
16 mp rear & 5 mp front camera,"6.44 inch Screen
Small"
16 mp + 2 mp dual rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
50 mp quad rear & 16 mp front camera,"6.9 inch, AMOLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, LCD Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.67 inch, IPS Screen
Average"
